"spkid","full_name"
20003092,"  3092 Herodotus (6550 P-L)"
20003093,"  3093 Bergholz (1971 MG)"
20003094,"  3094 Chukokkala (1979 FE2)"
20003095,"  3095 Omarkhayyam (1980 RT2)"
20003096,"  3096 Bezruc (1981 QC1)"
20003097,"  3097 Tacitus (2011 P-L)"
20003099,"  3099 Hergenrother (1940 GF)"
20003104,"  3104 Durer (1982 BB1)"
20003106,"  3106 Morabito (1981 EE)"
20003109,"  3109 Machin (1974 DC)"
20003112,"  3112 Velimir (1977 QC5)"
20003115,"  3115 Baily (1981 PL)"
20003118,"  3118 Claytonsmith (1974 OD)"
20003119,"  3119 Dobronravin (1972 YX)"
20003120,"  3120 Dangrania (1979 RZ)"
20003123,"  3123 Dunham (1981 QF2)"
20003124,"  3124 Kansas (1981 VB)"
20003125,"  3125 Hay (1982 BJ1)"
20003126,"  3126 Davydov (1969 TP1)"
20003128,"  3128 Obruchev (1979 FJ2)"
20003130,"  3130 Hillary (1981 YO)"
20003132,"  3132 Landgraf (1940 WL)"
20003134,"  3134 Kostinsky (A921 VA)"
20003136,"  3136 Anshan (1981 WD4)"
20003139,"  3139 Shantou (1980 VL1)"
20003140,"  3140 Stellafane (1983 AO)"
20003141,"  3141 Buchar (1984 RH)"
20003146,"  3146 Dato (1972 KG)"
20003147,"  3147 Samantha (1976 YU3)"
20003148,"  3148 Grechko (1979 SA12)"
20003150,"  3150 Tosa (1983 CB)"
20003151,"  3151 Talbot (1983 HF)"
20003152,"  3152 Jones (1983 LF)"
20003156,"  3156 Ellington (1953 EE)"
20003157,"  3157 Novikov (1973 SX3)"
20003161,"  3161 Beadell (1980 TB5)"
20003162,"  3162 Nostalgia (1980 YH)"
20003164,"  3164 Prast (6562 P-L)"
20003167,"  3167 Babcock (1955 RS)"
20003168,"  3168 Lomnicky Stit (1980 XM)"
20003171,"  3171 Wangshouguan (1979 WO)"
20003176,"  3176 Paolicchi (1980 VR1)"
20003177,"  3177 Chillicothe (1934 AK)"
20003178,"  3178 Yoshitsune (1984 WA)"
20003179,"  3179 Beruti (1962 FA)"
20003183,"  3183 Franzkaiser (1949 PP)"
20003184,"  3184 Raab (1949 QC)"
20003185,"  3185 Clintford (1953 VY1)"
20003186,"  3186 Manuilova (1973 SD3)"
20003189,"  3189 Penza (1978 RF6)"
20003194,"  3194 Dorsey (1982 KD1)"
20003196,"  3196 Maklaj (1978 RY)"
20003197,"  3197 Weissman (1981 AD)"
20003202,"  3202 Graff (A908 AA)"
20003204,"  3204 Lindgren (1978 RH)"
20003205,"  3205 Boksenberg (1979 MO6)"
20003208,"  3208 Lunn (1981 JM)"
20003210,"  3210 Lupishko (1983 WH1)"
20003213,"  3213 Smolensk (1977 NQ)"
20003214,"  3214 Makarenko (1978 TZ6)"
20003215,"  3215 Lapko (1980 BQ)"
20003219,"  3219 Komaki (1934 CX)"
20003222,"  3222 Liller (1983 NJ)"
20003223,"  3223 Forsius (1942 RN)"
20003224,"  3224 Irkutsk (1977 RL6)"
20003228,"  3228 Pire (1935 CL)"
20003230,"  3230 Vampilov (1972 LE)"
20003231,"  3231 Mila (1972 RU2)"
20003232,"  3232 Brest (1974 SL)"
20003234,"  3234 Hergiani (1978 QO2)"
20003237,"  3237 Victorplatt (1984 SA5)"
20003238,"  3238 Timresovia (1975 VB9)"
20003240,"  3240 Laocoon (1978 VG6)"
20003241,"  3241 Yeshuhua (1978 WH14)"
20003243,"  3243 Skytel (1980 DC)"
20003245,"  3245 Jensch (1973 UL5)"
20003246,"  3246 Bidstrup (1976 GQ3)"
20003247,"  3247 Di Martino (1981 YE)"
20003248,"  3248 Farinella (1982 FK)"
20003251,"  3251 Eratosthenes (6536 P-L)"
20003254,"  3254 Bus (1982 UM)"
20003256,"  3256 Daguerre (1981 SJ1)"
20003259,"  3259 Brownlee (1984 SZ4)"
20003261,"  3261 Tvardovskij (1979 SF9)"
20003262,"  3262 Miune (1983 WB)"
20003264,"  3264 Bounty (1934 AF)"
20003269,"  3269 Vibert-Douglas (1981 EX16)"
20003273,"  3273 Drukar (1975 TS2)"
20003274,"  3274 Maillen (1981 QO2)"
20003275,"  3275 Oberndorfer (1982 HE1)"
20003276,"  3276 Porta Coeli (1982 RZ1)"
20003277,"  3277 Aaronson (1984 AF1)"
20003278,"  3278 Behounek (1984 BT)"
20003283,"  3283 Skorina (1979 QA10)"
20003290,"  3290 Azabu (1973 SZ1)"
20003291,"  3291 Dunlap (1982 VX3)"
20003292,"  3292 Sather (2631 P-L)"
20003294,"  3294 Carlvesely (6563 P-L)"
20003295,"  3295 Murakami (1950 DH)"
20003296,"  3296 Bosque Alegre (1975 SF)"
20003297,"  3297 Hong Kong (1978 WN14)"
20003298,"  3298 Massandra (1979 OB15)"
20003300,"  3300 McGlasson (1928 NA)"
20003305,"  3305 Ceadams (1985 KB)"
20003308,"  3308 Ferreri (1981 EP)"
20003310,"  3310 Patsy (1931 TS2)"
20003311,"  3311 Podobed (1976 QM1)"
20003312,"  3312 Pedersen (1984 SN)"
20003316,"  3316 Herzberg (1984 CN1)"
20003317,"  3317 Paris (1984 KF)"
20003318,"  3318 Blixen (1985 HB)"
20003319,"  3319 Kibi (1977 EJ5)"
20003324,"  3324 Avsyuk (1983 CW1)"
20003325,"  3325 TARDIS (1984 JZ)"
20003326,"  3326 Agafonikov (1985 FL)"
20003327,"  3327 Campins (1985 PW)"
20003328,"  3328 Interposita (1985 QD1)"
20003329,"  3329 Golay (1985 RT1)"
20003330,"  3330 Gantrisch (1985 RU1)"
20003332,"  3332 Raksha (1978 NT1)"
20003333,"  3333 Schaber (1980 TG5)"
20003335,"  3335 Quanzhou (1966 AA)"
20003339,"  3339 Treshnikov (1978 LB)"
20003341,"  3341 Hartmann (1980 OD)"
20003342,"  3342 Fivesparks (1982 BD3)"
20003345,"  3345 Tarkovskij (1982 YC1)"
20003346,"  3346 Gerla (1951 SD)"
20003347,"  3347 Konstantin (1975 VN1)"
20003348,"  3348 Pokryshkin (1978 EA3)"
20003349,"  3349 Manas (1979 FH2)"
20003353,"  3353 Jarvis (1981 YC)"
20003357,"  3357 Tolstikov (1984 FT)"
20003358,"  3358 Anikushin (1978 RX)"
20003365,"  3365 Recogne (1985 CG2)"
20003366,"  3366 Godel (1985 SD1)"
20003368,"  3368 Duncombe (1985 QT)"
20003369,"  3369 Freuchen (1985 UZ)"
20003371,"  3371 Giacconi (1955 RZ)"
20003372,"  3372 Bratijchuk (1976 SP4)"
20003379,"  3379 Oishi (1931 TJ1)"
20003383,"  3383 Koyama (1951 AB)"
20003389,"  3389 Sinzot (1984 DU)"
20003391,"  3391 Sinon (1977 DD3)"
20003395,"  3395 Jitka (1985 UN)"
20003396,"  3396 Muazzez (A915 TE)"
20003399,"  3399 Kobzon (1979 SZ9)"
20003405,"  3405 Daiwensai (1964 UQ)"
20003406,"  3406 Omsk (1969 DA)"
20003407,"  3407 Jimmysimms (1973 DT)"
20003409,"  3409 Abramov (1977 RE6)"
20003415,"  3415 Danby (1928 SL)"
20003418,"  3418 Izvekov (1973 QZ1)"
20003419,"  3419 Guth (1981 JZ)"
20003420,"  3420 Standish (1984 EB)"
20003425,"  3425 Hurukawa (1929 BD)"
20003426,"  3426 Seki (1932 CQ)"
20003428,"  3428 Roberts (1952 JH)"
20003431,"  3431 Nakano (1984 QC)"
20003432,"  3432 Kobuchizawa (1986 EE)"
20003434,"  3434 Hurless (1981 VO)"
20003438,"  3438 Inarradas (1974 SD5)"
20003440,"  3440 Stampfer (1950 DD)"
20003441,"  3441 Pochaina (1969 TS1)"
20003442,"  3442 Yashin (1978 TO7)"
20003445,"  3445 Pinson (1983 FC)"
20003449,"  3449 Abell (1978 VR9)"
20003450,"  3450 Dommanget (1983 QJ)"
20003451,"  3451 Mentor (1984 HA1)"
20003457,"  3457 Arnenordheim (1985 RA3)"
20003460,"  3460 Ashkova (1973 QB2)"
20003463,"  3463 Kaokuen (1981 XJ2)"
20003467,"  3467 Bernheim (1981 SF2)"
20003468,"  3468 Urgenta (1975 AM)"
20003469,"  3469 Bulgakov (1982 UL7)"
20003470,"  3470 Yaronika (1975 ES)"
20003471,"  3471 Amelin (1977 QK2)"
20003472,"  3472 Upgren (1981 EJ10)"
20003475,"  3475 Fichte (1972 TD)"
20003476,"  3476 Dongguan (1978 UF2)"
20003479,"  3479 Malaparte (1980 TQ)"
20003482,"  3482 Lesnaya (1975 VY4)"
20003485,"  3485 Barucci (1983 NU)"
20003492,"  3492 Petra-Pepi (1985 DQ)"
20003495,"  3495 Colchagua (1981 NU)"
20003497,"  3497 Innanen (1941 HJ)"
20003499,"  3499 Hoppe (1981 VW1)"
20003501,"  3501 Olegiya (1971 QU)"
20003502,"  3502 Huangpu (1964 TR1)"
20003504,"  3504 Kholshevnikov (1981 RV3)"
20003505,"  3505 Byrd (1983 AM)"
20003506,"  3506 French (1984 CO1)"
20003507,"  3507 Vilas (1982 UX)"
20003513,"  3513 Quqinyue (1965 UZ)"
20003514,"  3514 Hooke (1971 UJ)"
20003516,"  3516 Rusheva (1982 UH7)"
20003522,"  3522 Becker (1941 SW)"
20003525,"  3525 Paul (1983 CX2)"
20003526,"  3526 Jeffbell (1984 CN)"
20003532,"  3532 Tracie (1983 AS2)"
20003538,"  3538 Nelsonia (6548 P-L)"
20003540,"  3540 Protesilaos (1973 UF5)"
20003541,"  3541 Graham (1984 ML)"
20003542,"  3542 Tanjiazhen (1964 TN2)"
20003543,"  3543 Ningbo (1964 VA3)"
20003545,"  3545 Gaffey (1981 WK2)"
20003548,"  3548 Eurybates (1973 SO)"
20003550,"  3550 Link (1981 YS)"
20003552,"  3552 Don Quixote (1983 SA)"
20003556,"  3556 Lixiaohua (1964 UO)"
20003559,"  3559 Violaumayer (1980 PH)"
20003560,"  3560 Chenqian (1980 RZ2)"
20003561,"  3561 Devine (1983 HO)"
20003563,"  3563 Canterbury (1985 FE)"
20003564,"  3564 Talthybius (1985 TC1)"
20003565,"  3565 Ojima (1986 YD)"
20003566,"  3566 Levitan (1979 YA9)"
20003567,"  3567 Alvema (1930 VD)"
20003568,"  3568 ASCII (1936 UB)"
20003570,"  3570 Wuyeesun (1979 XO)"
20003571,"  3571 Milanstefanik (1982 EJ)"
20003575,"  3575 Anyuta (1984 DU2)"
20003577,"  3577 Putilin (1969 TK)"
20003578,"  3578 Carestia (1977 CC)"
20003582,"  3582 Cyrano (1986 TT5)"
20003584,"  3584 Aisha (1981 TW)"
20003585,"  3585 Goshirakawa (1987 BE)"
20003587,"  3587 Descartes (1981 RK5)"
20003591,"  3591 Vladimirskij (1978 QJ2)"
20003596,"  3596 Meriones (1985 VO)"
20003597,"  3597 Kakkuri (1941 UL)"
20003598,"  3598 Saucier (1977 KK1)"
20003599,"  3599 Basov (1978 PB3)"
20003601,"  3601 Velikhov (1979 SP9)"
20003604,"  3604 Berkhuijsen (5550 P-L)"
20003609,"  3609 Liloketai (1980 VM1)"
20003611,"  3611 Dabu (1981 YY1)"
20003612,"  3612 Peale (1982 TW)"
20003614,"  3614 Tumilty (1983 AE1)"
20003615,"  3615 Safronov (1983 WZ)"
20003618,"  3618 Kuprin (1979 QP8)"
20003620,"  3620 Platonov (1981 RU2)"
20003621,"  3621 Curtis (1981 SQ1)"
20003622,"  3622 Ilinsky (1981 SX7)"
20003625,"  3625 Fracastoro (1984 HZ1)"
20003626,"  3626 Ohsaki (1929 PA)"
20003627,"  3627 Sayers (1973 DS)"
20003630,"  3630 Lubomir (1984 QN)"
20003631,"  3631 Sigyn (1987 BV1)"
20003637,"  3637 O'Meara (1984 UQ)"
20003638,"  3638 Davis (1984 WX)"
20003641,"  3641 Williams Bay (A922 WC)"
20003642,"  3642 Frieden (1953 XL1)"
20003645,"  3645 Fabini (1981 QZ)"
20003647,"  3647 Dermott (1986 AD1)"
20003649,"  3649 Guillermina (1976 HQ)"
20003650,"  3650 Kunming (1978 UO2)"
20003652,"  3652 Soros (1981 TC3)"
20003655,"  3655 Eupraksia (1978 SA3)"
20003660,"  3660 Lazarev (1978 QX2)"
20003663,"  3663 Tisserand (1985 GK1)"
20003666,"  3666 Holman (1979 HP)"
20003667,"  3667 Anne-Marie (1981 EF)"
20003670,"  3670 Northcott (1983 BN)"
20003675,"  3675 Kemstach (1982 YP1)"
20003682,"  3682 Welther (A923 NB)"
20003683,"  3683 Baumann (1987 MA)"
20003684,"  3684 Berry (1983 AK)"
20003685,"  3685 Derdenye (1981 EH14)"
20003686,"  3686 Antoku (1987 EB)"
20003687,"  3687 Dzus (A908 TC)"
20003689,"  3689 Yeates (1981 JJ2)"
20003692,"  3692 Rickman (1982 HF1)"
20003693,"  3693 Barringer (1982 RU)"
20003694,"  3694 Sharon (1984 SH5)"
20003696,"  3696 Herald (1980 OF)"
20003702,"  3702 Trubetskaya (1970 NB)"
20003705,"  3705 Hotellasilla (1984 ET1)"
20003708,"  3708 Socus (1974 FV1)"
20003709,"  3709 Polypoites (1985 TL3)"
20003710,"  3710 Bogoslovskij (1978 RD6)"
20003712,"  3712 Kraft (1984 YC)"
20003713,"  3713 Pieters (1985 FA2)"
20003714,"  3714 Kenrussell (1983 TT1)"
20003717,"  3717 Thorenia (1964 CG)"
20003721,"  3721 Widorn (1982 TU)"
20003724,"  3724 Annenskij (1979 YN8)"
20003726,"  3726 Johnadams (1981 LJ)"
20003727,"  3727 Maxhell (1981 PQ)"
20003728,"  3728 IRAS (1983 QF)"
20003729,"  3729 Yangzhou (1983 VP7)"
20003730,"  3730 Hurban (1983 XM1)"
20003731,"  3731 Hancock (1984 DH1)"
20003733,"  3733 Yoshitomo (1985 AF)"
20003735,"  3735 Trebon (1983 XS)"
20003736,"  3736 Rokoske (1987 SY3)"
20003744,"  3744 Horn-d'Arturo (1983 VE)"
20003745,"  3745 Petaev (1949 SF)"
20003746,"  3746 Heyuan (1964 TC1)"
20003747,"  3747 Belinskij (1975 VY5)"
20003750,"  3750 Ilizarov (1982 TD1)"
20003751,"  3751 Kiang (1983 NK)"
20003754,"  3754 Kathleen (1931 FM)"
20003759,"  3759 Piironen (1984 AP)"
20003761,"  3761 Romanskaya (1936 OH)"
20003766,"  3766 Junepatterson (1983 BF)"
20003767,"  3767 DiMaggio (1986 LC)"
20003768,"  3768 Monroe (1937 RB)"
20003772,"  3772 Piaf (1982 UR7)"
20003774,"  3774 Megumi (1987 YC)"
20003775,"  3775 Ellenbeth (1931 TC4)"
20003776,"  3776 Vartiovuori (1938 GG)"
20003779,"  3779 Kieffer (1985 JV1)"
20003780,"  3780 Maury (1985 RL)"
20003784,"  3784 Chopin (1986 UL1)"
20003785,"  3785 Kitami (1986 WM)"
20003786,"  3786 Yamada (1988 AE)"
20003787,"  3787 Aivazovskij (1977 RG7)"
20003789,"  3789 Zhongguo (1928 UF)"
20003790,"  3790 Raywilson (1937 UE)"
20003791,"  3791 Marci (1981 WV1)"
20003793,"  3793 Leonteus (1985 TE3)"
20003794,"  3794 Sthenelos (1985 TF3)"
20003796,"  3796 Lene (1986 XJ)"
20003797,"  3797 Ching-Sung Yu (1987 YL)"
20003799,"  3799 Novgorod (1979 SL9)"
20003801,"  3801 Thrasymedes (1985 VS)"
20003803,"  3803 Tuchkova (1981 TP1)"
20003805,"  3805 Goldreich (1981 DK3)"
20003811,"  3811 Karma (1953 TH)"
20003812,"  3812 Lidaksum (1965 AK1)"
20003814,"  3814 Hoshi-no-mura (1981 JA)"
20003815,"  3815 Konig (1959 GG)"
20003816,"  3816 Chugainov (1975 VG9)"
20003819,"  3819 Robinson (1983 AR)"
20003820,"  3820 Sauval (1984 DV)"
20003821,"  3821 Sonet (1985 RC3)"
20003823,"  3823 Yorii (1988 EC1)"
20003827,"  3827 Zdenekhorsky (1986 VU)"
20003828,"  3828 Hoshino (1986 WC)"
20003829,"  3829 Gunma (1988 EM)"
20003830,"  3830 Trelleborg (1986 RL)"
20003832,"  3832 Shapiro (1981 QJ)"
20003843,"  3843 OISCA (1987 DM)"
20003844,"  3844 Lujiaxi (1966 BZ)"
20003845,"  3845 Neyachenko (1979 SA10)"
20003846,"  3846 Hazel (1980 TK5)"
20003847,"  3847 Sindel (1982 DY1)"
20003852,"  3852 Glennford (1987 DR6)"
20003856,"  3856 Lutskij (1976 QX)"
20003859,"  3859 Borngen (1987 EW)"
20003860,"  3860 Plovdiv (1986 PM4)"
20003866,"  3866 Langley (1988 BH4)"
20003870,"  3870 Mayre (1988 CG3)"
20003871,"  3871 Reiz (1982 DR2)"
20003872,"  3872 Akirafujii (1983 AV)"
20003876,"  3876 Quaide (1988 KJ)"
20003878,"  3878 Jyoumon (1982 VR4)"
20003881,"  3881 Doumergua (1925 VF)"
20003883,"  3883 Verbano (1972 RQ)"
20003884,"  3884 Alferov (1977 EM1)"
20003885,"  3885 Bogorodskij (1979 HG5)"
20003886,"  3886 Shcherbakovia (1981 RU3)"
20003889,"  3889 Menshikov (1972 RT3)"
20003893,"  3893 DeLaeter (1980 FG12)"
20003895,"  3895 Earhart (1987 DE)"
20003896,"  3896 Pordenone (1987 WB)"
20003897,"  3897 Louhi (1942 RT)"
20003898,"  3898 Curlewis (1981 SF9)"
20003899,"  3899 Wichterle (1982 SN1)"
20003901,"  3901 Nanjingdaxue (1958 GQ)"
20003902,"  3902 Yoritomo (1986 AL)"
20003904,"  3904 Honda (1988 DQ)"
20003906,"  3906 Chao (1987 KE1)"
20003909,"  3909 Gladys (1988 JD1)"
20003911,"  3911 Otomo (1940 QB)"
20003914,"  3914 Kotogahama (1987 SE)"
20003915,"  3915 Fukushima (1988 PA1)"
20003916,"  3916 Maeva (1981 QA3)"
20003921,"  3921 Klement'ev (1971 OH)"
20003922,"  3922 Heather (1971 SP3)"
20003923,"  3923 Radzievskij (1976 SN3)"
20003924,"  3924 Birch (1977 CU)"
20003925,"  3925 Tret'yakov (1977 SS2)"
20003930,"  3930 Vasilev (1982 UV10)"
20003932,"  3932 Edshay (1984 SC5)"
20003933,"  3933 Portugal (1986 EN4)"
20003937,"  3937 Bretagnon (1932 EO)"
20003939,"  3939 Huruhata (1953 GO)"
20003945,"  3945 Gerasimenko (1982 PL)"
20003946,"  3946 Shor (1983 EL2)"
20003947,"  3947 Swedenborg (1983 XD)"
20003955,"  3955 Bruckner (1988 RF3)"
20003957,"  3957 Sugie (1933 OD)"
20003961,"  3961 Arthurcox (1962 OB)"
20003962,"  3962 Valyaev (1967 CC)"
20003966,"  3966 Cherednichenko (1976 SD3)"
20003967,"  3967 Shekhtelia (1976 YW2)"
20003971,"  3971 Voronikhin (1979 YM8)"
20003976,"  3976 Lise (1983 JM)"
20003978,"  3978 Klepesta (1983 VP1)"
20003979,"  3979 Brorsen (1983 VV1)"
20003980,"  3980 Hviezdoslav (1983 XU)"
20003981,"  3981 Stodola (1984 BL)"
20003983,"  3983 Sakiko (1984 SX)"
20003985,"  3985 Raybatson (1985 CX)"
20003987,"  3987 Wujek (1986 EL1)"
20003990,"  3990 Heimdal (1987 SO3)"
20003992,"  3992 Wagner (1987 SA7)"
20003994,"  3994 Ayashi (1988 XF)"
20003999,"  3999 Aristarchus (1989 AL)"
20004000,"  4000 Hipparchus (1989 AV)"
20004003,"  4003 Schumann (1964 ED)"
20004004,"  4004 List'ev (1971 SN1)"
20004006,"  4006 Sandler (1972 YR)"
20004007,"  4007 Euryalos (1973 SR)"
20004009,"  4009 Drobyshevskij (1977 EN1)"
20004013,"  4013 Ogiria (1979 OM15)"
20004014,"  4014 Heizman (1979 SG10)"
20004018,"  4018 Bratislava (1980 YM)"
20004024,"  4024 Ronan (1981 WQ)"
20004026,"  4026 Beet (1982 BU1)"
20004035,"  4035 Thestor (1986 WD)"
20004036,"  4036 Whitehouse (1987 DW5)"
20004040,"  4040 Purcell (1987 SN1)"
20004041,"  4041 Miyamotoyohko (1988 DN1)"
20004043,"  4043 Perolof (1175 T-3)"
20004044,"  4044 Erikhog (5142 T-3)"
20004045,"  4045 Lowengrub (1953 RG)"
20004046,"  4046 Swain (1953 TV)"
20004049,"  4049 Noragal' (1973 QD2)"
20004050,"  4050 Mebailey (1976 SF)"
20004052,"  4052 Crovisier (1981 DP2)"
20004054,"  4054 Turnov (1983 TL)"
20004057,"  4057 Demophon (1985 TQ)"
20004058,"  4058 Cecilgreen (1986 JV)"
20004059,"  4059 Balder (1987 SB5)"
20004060,"  4060 Deipylos (1987 YT1)"
20004061,"  4061 Martelli (1988 FF3)"
20004063,"  4063 Euforbo (1989 CG2)"
20004068,"  4068 Menestheus (1973 SW)"
20004071,"  4071 Rostovdon (1981 RD2)"
20004073,"  4073 Ruianzhongxue (1981 UE10)"
20004074,"  4074 Sharkov (1981 UN11)"
20004075,"  4075 Sviridov (1982 TL1)"
20004077,"  4077 Asuka (1982 XV1)"
20004078,"  4078 Polakis (1983 AC)"
20004079,"  4079 Britten (1983 CS)"
20004084,"  4084 Hollis (1985 GM)"
20004086,"  4086 Podalirius (1985 VK2)"
20004091,"  4091 Lowe (1986 TL2)"
20004093,"  4093 Bennett (1986 VD)"
20004094,"  4094 Aoshima (1987 QC)"
20004098,"  4098 Thraen (1987 WQ1)"
20004100,"  4100 Sumiko (1988 BF)"
20004102,"  4102 Gergana (1988 TE3)"
20004103,"  4103 Chahine (1989 EB)"
20004105,"  4105 Tsia (1989 EK)"
20004107,"  4107 Rufino (1989 GT)"
20004108,"  4108 Rakos (3439 T-3)"
20004110,"  4110 Keats (1977 CZ)"
20004112,"  4112 Hrabal (1981 ST)"
20004115,"  4115 Peternorton (1982 QS3)"
20004118,"  4118 Sveta (1982 TH3)"
20004119,"  4119 Miles (1983 BE)"
20004120,"  4120 Denoyelle (1985 RS4)"
20004124,"  4124 Herriot (1986 SE)"
20004130,"  4130 Ramanujan (1988 DQ1)"
20004131,"  4131 Stasik (1988 DR4)"
20004135,"  4135 Svetlanov (1966 PG)"
20004136,"  4136 Artmane (1968 FJ)"
20004138,"  4138 Kalchas (1973 SM)"
20004139,"  4139 Ul'yanin (1975 VE2)"
20004140,"  4140 Branham (1976 VA)"
20004141,"  4141 Nintanlena (1978 PG3)"
20004143,"  4143 Huziak (1981 QN1)"
20004144,"  4144 Vladvasil'ev (1981 SW6)"
20004149,"  4149 Harrison (1984 EZ)"
20004151,"  4151 Alanhale (1985 HV1)"
20004152,"  4152 Weber (1985 JF)"
20004153,"  4153 Roburnham (1985 JT1)"
20004156,"  4156 Okadanoboru (1988 BE)"
20004157,"  4157 Izu (1988 XD2)"
20004158,"  4158 Santini (1989 BE)"
20004159,"  4159 Freeman (1989 GK)"
20004161,"  4161 Amasis (6627 P-L)"
20004162,"  4162 SAF (1940 WA)"
20004163,"  4163 Saaremaa (1941 HC)"
20004164,"  4164 Shilov (1969 UR)"
20004167,"  4167 Riemann (1978 TQ7)"
20004169,"  4169 Celsius (1980 FO3)"
20004170,"  4170 Semmelweis (1980 PT)"
20004173,"  4173 Thicksten (1982 KG1)"
20004174,"  4174 Pikulia (1982 SB6)"
20004176,"  4176 Sudek (1987 DS)"
20004177,"  4177 Kohman (1987 SS1)"
20004178,"  4178 Mimeev (1988 EO1)"
20004182,"  4182 Mount Locke (1951 JQ)"
20004186,"  4186 Tamashima (1977 DT1)"
20004187,"  4187 Shulnazaria (1978 GR3)"
20004192,"  4192 Breysacher (1981 DH)"
20004193,"  4193 Salanave (1981 SM1)"
20004194,"  4194 Sweitzer (1982 RE)"
20004196,"  4196 Shuya (1982 SA13)"
20004198,"  4198 Panthera (1983 CK1)"
20004201,"  4201 Orosz (1984 JA1)"
20004203,"  4203 Brucato (1985 FD3)"
20004207,"  4207 Chernova (1986 RO2)"
20004208,"  4208 Kiselev (1986 RQ2)"
20004209,"  4209 Briggs (1986 TG4)"
20004210,"  4210 Isobelthompson (1987 DY5)"
20004211,"  4211 Rosniblett (1987 RT)"
20004212,"  4212 Sansyu-Asuke (1987 SB2)"
20004220,"  4220 Flood (1988 DN)"
20004221,"  4221 Picasso (1988 EJ)"
20004223,"  4223 Shikoku (1988 JM)"
20004224,"  4224 Susa (1988 KG)"
20004226,"  4226 Damiaan (1989 RE)"
20004230,"  4230 van den Bergh (1973 ST1)"
20004231,"  4231 Fireman (1976 WD)"
20004234,"  4234 Evtushenko (1978 JT1)"
20004235,"  4235 Tatishchev (1978 SL5)"
20004236,"  4236 Lidov (1979 FV1)"
20004242,"  4242 Brecher (1981 FQ)"
20004243,"  4243 Nankivell (1981 GF1)"
20004244,"  4244 Zakharchenko (1981 TO3)"
20004245,"  4245 Nairc (1981 UC10)"
20004247,"  4247 Grahamsmith (1983 WC)"
20004250,"  4250 Perun (1984 UG)"
20004255,"  4255 Spacewatch (1986 GW)"
20004265,"  4265 Kani (1989 TX)"
20004266,"  4266 Waltari (1940 YE)"
20004274,"  4274 Karamanov (1980 RZ3)"
20004277,"  4277 Holubov (1982 AF)"
20004284,"  4284 Kaho (1988 FL3)"
20004286,"  4286 Rubtsov (1988 PU4)"
20004288,"  4288 Tokyotech (1989 TQ1)"
20004290,"  4290 Heisei (1989 UK3)"
20004291,"  4291 Kodaihasu (1989 VH)"
20004292,"  4292 Aoba (1989 VO)"
20004293,"  4293 Masumi (1989 VT)"
20004298,"  4298 Jorgenunez (1941 WA)"
20004301,"  4301 Boyden (1966 PM)"
20004312,"  4312 Knacke (1978 WW11)"
20004313,"  4313 Bouchet (1979 HK1)"
20004315,"  4315 Pronik (1979 SL11)"
20004317,"  4317 Garibaldi (1980 DA1)"
20004318,"  4318 Bata (1980 DE1)"
20004321,"  4321 Zero (1981 EH26)"
20004324,"  4324 Bickel (1981 YA1)"
20004326,"  4326 McNally (1982 HS1)"
20004327,"  4327 Ries (1982 KB1)"
20004332,"  4332 Milton (1983 RC)"
20004337,"  4337 Arecibo (1985 GB)"
20004342,"  4342 Freud (1987 QO9)"
20004343,"  4343 Tetsuya (1988 AC)"
20004344,"  4344 Buxtehude (1988 CR1)"
20004346,"  4346 Whitney (1988 DS4)"
20004347,"  4347 Reger (1988 PK2)"
20004348,"  4348 Poulydamas (1988 RU)"
20004349,"  4349 Tiburcio (1989 LX)"
20004350,"  4350 Shibecha (1989 UG1)"
20004352,"  4352 Kyoto (1989 UW1)"
20004353,"  4353 Onizaki (1989 WK1)"
20004354,"  4354 Euclides (2142 P-L)"
20004356,"  4356 Marathon (9522 P-L)"
20004357,"  4357 Korinthos (2069 T-2)"
20004360,"  4360 Xuyi (1964 TG2)"
20004361,"  4361 Nezhdanova (1977 TG7)"
20004366,"  4366 Venikagan (1979 YV8)"
20004368,"  4368 Pillmore (1981 JC2)"
20004369,"  4369 Seifert (1982 OR)"
20004378,"  4378 Voigt (1988 JF)"
20004379,"  4379 Snelling (1988 PT1)"
20004380,"  4380 Geyer (1988 PB2)"
20004381,"  4381 Uenohara (1989 WD1)"
20004385,"  4385 Elsasser (2534 P-L)"
20004386,"  4386 Lust (6829 P-L)"
20004389,"  4389 Durbin (1976 GL3)"
20004390,"  4390 Madreteresa (1976 GO8)"
20004393,"  4393 Dawe (1978 VP8)"
20004395,"  4395 Danbritt (1981 EH41)"
20004405,"  4405 Otava (1987 QD1)"
20004406,"  4406 Mahler (1987 YD1)"
20004409,"  4409 Kissling (1989 MD)"
20004410,"  4410 Kamuimintara (1989 YA)"
20004412,"  4412 Chephren (2535 P-L)"
20004417,"  4417 Lecar (1931 GC)"
20004420,"  4420 Alandreev (1936 PB)"
20004424,"  4424 Arkhipova (1967 DB)"
20004426,"  4426 Roerich (1969 TB6)"
20004427,"  4427 Burnashev (1971 QP1)"
20004431,"  4431 Holeungholee (1978 WU14)"
20004436,"  4436 Ortizmoreno (1983 EX)"
20004438,"  4438 Sykes (1983 WR)"
20004439,"  4439 Muroto (1984 VA)"
20004442,"  4442 Garcia (1985 RB1)"
